@RELATION 'spo0.names'

@ATTRIBUTE t0_green                                numeric
@ATTRIBUTE t0_green_bkg                            numeric
@ATTRIBUTE t0_red                                  numeric
@ATTRIBUTE t0_red_bkg                              numeric
@ATTRIBUTE t0_flag                                 numeric
@ATTRIBUTE t0Point5_green                          numeric
@ATTRIBUTE t0Point5_green_bkg                      numeric
@ATTRIBUTE t0Point5_red                            numeric
@ATTRIBUTE t0Point5_red_bkg                        numeric
@ATTRIBUTE t0Point5_flag                           numeric
@ATTRIBUTE t2_green                                numeric
@ATTRIBUTE t2_green_bkg                            numeric
@ATTRIBUTE t2_red                                  numeric
@ATTRIBUTE t2_red_bkg                              numeric
@ATTRIBUTE t2_flag                                 numeric
@ATTRIBUTE t5_green                                numeric
@ATTRIBUTE t5_green_bkg                            numeric
@ATTRIBUTE t5_red                                  numeric
@ATTRIBUTE t5_red_bkg                              numeric
@ATTRIBUTE t5_flag                                 numeric
@ATTRIBUTE t7_green                                numeric
@ATTRIBUTE t7_green_bkg                            numeric
@ATTRIBUTE t7_red                                  numeric
@ATTRIBUTE t7_red_bkg                              numeric
@ATTRIBUTE t7_flag                                 numeric
@ATTRIBUTE t9_green                                numeric
@ATTRIBUTE t9_green_bkg                            numeric
@ATTRIBUTE t9_red                                  numeric
@ATTRIBUTE t9_red_bkg                              numeric
@ATTRIBUTE t9_flag                                 numeric
@ATTRIBUTE t11Point5_green                         numeric
@ATTRIBUTE t11Point5_green_bkg                     numeric
@ATTRIBUTE t11Point5_red                           numeric
@ATTRIBUTE t11Point5_red_bkg                       numeric
@ATTRIBUTE t11Point5_flag                          numeric
@ATTRIBUTE gal_ndt80_green                         numeric
@ATTRIBUTE gal_ndt80_green_bkg                     numeric
@ATTRIBUTE gal_ndt80_red                           numeric
@ATTRIBUTE gal_ndt80_red_bkg                       numeric
@ATTRIBUTE gal_ndt80_flag                          numeric
@ATTRIBUTE ndt80_delete_early_green                numeric
@ATTRIBUTE ndt80_delete_early_green_bkg            numeric
@ATTRIBUTE ndt80_delete_early_red                  numeric
@ATTRIBUTE ndt80_delete_early_red_bkg              numeric
@ATTRIBUTE ndt80_delete_early_flag                 numeric
@ATTRIBUTE ndt80_delete_mid_green                  numeric
@ATTRIBUTE ndt80_delete_mid_green_green_bkg        numeric
@ATTRIBUTE ndt80_delete_mid_green_red              numeric
@ATTRIBUTE ndt80_delete_mid_green_red_bkg          numeric
@ATTRIBUTE ndt80_delete_mid_green_flag             numeric
@ATTRIBUTE t0_correlation                          numeric
@ATTRIBUTE t0Point5_correlation                    numeric
@ATTRIBUTE t2_correlation                          numeric
@ATTRIBUTE t5_correlation                          numeric
@ATTRIBUTE t7_correlation                          numeric
@ATTRIBUTE t9_correlation                          numeric
@ATTRIBUTE t11Point5_correlation                   numeric
@ATTRIBUTE ndt80_delete_early_correlation          numeric
@ATTRIBUTE ndt80_delete_mid_correlation            numeric
@ATTRIBUTE t0_regression                           numeric
@ATTRIBUTE t0Point5_regression                     numeric
@ATTRIBUTE t2_regression                           numeric
@ATTRIBUTE t5_regression                           numeric
@ATTRIBUTE t7_regression                           numeric
@ATTRIBUTE t9_regression                           numeric
@ATTRIBUTE t11Point5_regression                    numeric
@ATTRIBUTE ndt80_delete_early_regression           numeric
@ATTRIBUTE ndt80_delete_mid_regression             numeric
@ATTRIBUTE t0_g/r_ratio                            numeric
@ATTRIBUTE t0Point5_g/r_ratio                      numeric
@ATTRIBUTE t2_g/r_ratio                            numeric
@ATTRIBUTE t5_g/r_ratio                            numeric
@ATTRIBUTE t7_g/r_ratio                            numeric
@ATTRIBUTE t9_g/r_ratio                            numeric
@ATTRIBUTE t11Point5_g/r_ratio                     numeric
@ATTRIBUTE ndt80_delete_early_g/r_ratio            numeric
@ATTRIBUTE ndt80_delete_mid_g/r_ratio              numeric
@ATTRIBUTE failed_pcr                              {1,2,3,4,5}
@ATTRIBUTE blast_homology_within_genome            {no,yes}
@ATTRIBUTE overlaps_another_orf                    {no,yes}
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/13,01/02,01/02/02,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/02,01/05/03/02/04,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/05,01/20/27,01/20/31,01/20/33,01/20/37,01/20/37/01,01/25,01/25/01,02,02/01,02/01/01,02/01/03,02/04,02/07,02/07/01,02/08,02/10,02/11,02/11/05,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/02,16,16/01,16/02,16/03,16/03/01,16/03/03,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/17,16/17/01,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/09,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/02,20/09/16,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/09,20/09/18/09/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/03,30/01/05/05,30/01/05/05/01,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/10,30/05/02,30/05/02/24,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/10,32/10/03,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/07,34/07/01,34/07/02,34/11,34/11/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,38,38/07,40,40/01,40/01/03,40/01/03/01,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/03,40/10/02/03/02,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/09,99

@DATA
4089,1543,3323,796,0,2898,1322,12690,816,0,1886,1108,12969,753,0,2373,1454,9267,1160,0,4340,1725,27271,2388,0,2377,1530,6294,1241,0,1557,1042,4519,723,0,22113,1428,13687,3363,0,2634,742,3096,593,0,2591,961,1611,482,0,0.905,0.937,0.951,0.912,0.891,0.838,0.875,0.951,0.947,0.918,0.123,0.061,0.106,0.092,0.133,0.111,0.7,1.379,1,0.13,0.06,0.11,0.1,0.16,0.13,2,0.75,?,yes,no,01/01/11/02/01@01/01/11/02/02@01/01/11/03/01@01/01/11/03/02@01/01/11/04/01@01/01/11/04/02@10/03/01
1817,1154,1296,601,0,1582,1071,986,426,1,2686,1351,1718,760,1,2181,1616,1578,999,0,2056,766,3853,554,0,2420,1166,4068,935,0,3108,1240,9421,838,0,2853,1448,6345,3794,0,1596,636,5636,453,0,1633,902,2720,532,0,0.891,0.85,-0.003,0.645,0.838,0.317,0.946,0.949,0.84,0.845,0.895,-0.01,0.612,0.266,0.162,0.196,0.17,0.254,0.95,0.91,1.39,0.97,0.39,0.4,0.21,0.55,0.18,?,?,no,14/07/02
3087,1446,2029,765,0,2591,1251,4549,767,0,3645,1316,2343,732,0,3718,1908,1726,982,0,10366,2330,4871,1538,0,5305,1731,3143,1250,0,3285,1374,2122,872,0,8959,1528,14907,4449,0,2074,760,2051,575,0,2080,970,2326,518,0,0.872,0.874,0.941,0.85,0.952,0.928,0.92,0.953,0.932,1.07,0.295,1.367,2.008,2.23,1.739,1.371,0.885,0.535,1.29,0.35,1.44,2.43,2.41,1.88,1.52,0.71,0.89,?,?,no,01/05/02/07@01/20
6427,1210,6484,664,0,9220,1280,5668,556,0,6841,1540,3917,848,0,7789,1706,4209,1080,0,10660,1508,4140,975,0,5907,1368,2064,1002,0,12570,1046,4184,669,0,7397,1260,6835,3433,0,8199,587,9658,472,0,8096,996,4871,470,0,0.957,0.971,0.946,0.909,0.96,0.936,0.94,0.956,0.94,0.867,1.576,1.701,1.809,2.82,4.247,3.088,0.777,1.525,0.89,1.55,1.72,1.94,2.89,4.27,3.27,1.8,0.82,?,?,no,16/07@20/09/07/03
4326,1393,2882,658,0,3741,1144,3062,434,0,3993,1236,3173,708,0,3928,1778,2674,941,0,5993,1473,4191,895,0,4616,2067,3207,1521,0,2592,1066,1783,626,0,1097,943,3197,2855,0,2004,624,2244,468,0,3101,886,3041,426,0,0.963,0.933,0.926,0.952,0.948,0.933,0.923,0.927,0.972,1.296,0.903,1.039,1.24,1.331,1.507,1.2,0.716,0.833,1.31,0.98,1.11,1.24,1.37,1.51,1.31,0.45,0.77,?,?,no,01/05/25@02/19@18/02/01
6601,1608,5004,798,0,5850,1195,5918,494,0,7283,1128,5678,546,1,4611,1715,2434,997,0,7609,1732,5647,991,0,5489,1692,3876,1104,0,2499,1096,1535,680,0,8928,1000,8062,3153,0,3472,682,3154,572,0,4990,911,2652,445,0,0.903,0.915,0.896,0.929,0.935,0.921,0.743,0.889,0.956,1.056,0.833,1.131,2.189,1.24,1.28,1.613,0.915,1.77,1.18,0.85,1.19,2.01,1.26,1.36,1.64,1.61,1.08,?,?,no,01/03/16@14/10@16/01@20/09/16/09/03@20/09/18/09/01@34/11/03/07@40/01@42/01@42/04/03@43/01/03/05
1790,1260,1030,646,0,2366,1420,2376,717,0,1992,1213,1456,571,0,2076,1415,1414,768,0,4313,1908,6582,1524,0,2403,1602,3639,1436,0,1662,1055,2487,731,0,3049,1566,5021,3416,0,1314,591,1037,420,0,1434,966,1509,572,0,0.513,0.847,0.793,0.805,0.916,0.885,0.883,0.881,0.789,0.696,0.476,0.635,0.841,0.42,0.286,0.306,1.057,0.351,1.38,0.57,0.88,1.02,0.47,0.36,0.34,0.92,1.17,?,yes,no,01/05
3837,1194,3092,660,0,5741,1245,4157,462,0,3031,1263,2605,674,0,3844,1404,2849,740,0,5034,1454,3132,923,0,2742,1300,1799,1082,0,3092,1106,1688,757,0,3174,1269,4677,3138,0,4438,588,3224,449,0,4171,1013,3837,467,0,0.94,0.934,0.952,0.96,0.963,0.804,0.917,0.98,0.938,1.065,1.179,0.899,1.103,1.619,1.692,1.87,1.365,0.852,1.08,1.21,0.91,1.15,1.62,2.01,2.13,1.23,1.38,?,yes,no,01/04@01/07/01@11/02/03/04
3626,1205,3270,728,0,5548,1262,5375,533,0,3480,1348,3270,705,0,3929,1574,3578,853,0,5571,1757,7299,1353,0,2453,1204,2836,993,0,7197,1806,12174,2503,0,5156,1366,7603,3853,0,3666,635,4807,458,0,2880,1053,4715,586,0,0.82,0.927,0.923,0.935,0.945,0.962,0.962,0.972,0.953,0.759,0.852,0.796,0.827,0.651,0.647,0.541,0.687,0.427,0.95,0.88,0.83,0.86,0.64,0.67,0.55,1.01,0.69,?,yes,no,32/01
5008,1214,5080,648,0,5749,1440,5408,732,0,4151,1341,3304,764,0,5090,1593,3291,897,0,6275,1423,3921,931,0,4515,1225,2722,954,0,10119,1619,5241,1007,0,5129,1331,6871,3614,0,5241,545,4565,409,0,6618,980,5328,458,0,0.937,0.938,0.95,0.911,0.937,0.938,0.877,0.965,0.96,0.781,0.889,1.064,1.294,1.521,1.726,1.466,1.096,1.085,0.85,0.92,1.1,1.46,1.62,1.86,2,1.16,1.12,?,?,no,40/01@42/04/03@43/01/03/05
13431,1471,10844,772,0,5273,1328,6991,549,0,9491,1284,7376,716,0,9009,2425,5398,1353,0,22750,2220,11343,1196,0,12819,2134,7911,1582,0,4417,1044,2597,695,0,13175,1210,8110,3018,0,10034,623,2785,444,0,17459,916,3030,401,0,0.937,0.971,0.966,0.922,0.94,0.935,0.929,0.959,0.989,1.122,0.589,1.224,1.551,1.935,1.641,1.587,3.852,6.364,1.18,0.61,1.23,1.62,2.02,1.68,1.77,2.34,4.02,?,?,no,01/01/03/01/02@01/01/03/05/01
7936,1414,6405,816,0,9372,1398,10040,736,0,8624,1293,7058,768,0,8096,2039,5797,1221,0,24967,2708,23912,2615,0,15646,1868,11292,1275,0,9764,1260,5884,890,0,45075,3221,36348,6932,0,5160,642,3394,468,0,8407,962,6915,548,0,0.915,0.914,0.922,0.896,0.971,0.925,0.929,0.931,0.967,0.961,0.816,1.082,1.183,1.025,1.327,1.558,1.445,1.11,1.16,0.85,1.16,1.32,1.04,1.37,1.7,1.42,1.54,?,?,no,02/11@02/13/03@02/16/01@20/01/15@42/16
7785,1378,6509,808,0,11907,1195,1605,394,0,5436,1217,1958,578,0,5466,1422,2735,698,0,14688,1676,5646,967,0,5056,1575,3020,1133,0,3553,1012,2340,633,0,32593,2199,16075,4190,0,4937,610,1105,464,0,4681,925,1220,441,0,0.942,0.959,0.938,0.958,0.965,0.958,0.959,0.885,0.96,1.099,8.348,2.995,1.881,2.711,1.905,1.469,5.983,4.761,1.12,8.84,3.05,1.98,2.78,1.84,1.48,2.55,6.75,?,?,no,11/04/01
2234,1034,1620,528,0,3611,1112,3502,482,0,2342,1172,1885,618,0,2619,1398,2108,772,0,3274,1377,4126,977,0,2011,1251,2228,1016,0,2860,1030,3487,695,0,3014,928,5178,3147,0,3944,577,6329,425,0,2694,966,3336,439,0,0.933,0.939,0.911,0.92,0.934,0.913,0.955,0.953,0.976,1.002,0.774,0.834,0.803,0.533,0.574,0.607,0.622,0.573,1.09,0.82,0.92,0.91,0.6,0.62,0.65,1.02,0.57,?,?,no,01/04@01/06/02/01@20/09/18/09/01@30/01/09/11@42/01
15950,2398,11974,1658,0,8162,1755,3607,867,0,9755,1486,8098,836,0,10354,3677,14810,3948,0,12341,2284,20253,2466,0,18212,2418,23506,2046,0,3803,1222,3610,878,0,5737,1093,16373,3057,0,5968,675,9686,654,0,5425,860,11448,481,0,0.881,0.894,0.889,0.935,0.881,0.945,0.888,0.934,0.922,1.099,2.221,1.033,0.555,0.488,0.695,0.857,0.547,0.379,1.31,2.33,1.13,0.61,0.56,0.73,0.94,0.34,0.58,?,?,no,14/10
23674,2163,21552,1665,0,16724,1684,4286,541,0,15318,1250,3537,562,0,12656,1807,4621,972,0,34021,2011,7786,1019,0,19123,2106,4696,1333,0,10057,1359,2059,709,0,17750,1240,9849,3388,0,6422,745,2220,524,0,10607,852,7043,408,0,0.895,0.922,0.963,0.741,0.97,0.956,0.934,0.563,0.858,0.978,3.838,4.789,1.061,4.454,4.854,5.968,0.823,0.761,1.08,4.01,4.72,2.97,4.73,5.06,6.44,2.55,3.34,?,?,no,01/04@10/03/02@14/07/03@18/01/01@18/02/01/02/05@30/01/05/01/03@30/05@32/01@34/11/03/07@34/11/03/13@34/11/12@43/01/03/09
7367,1469,5665,749,0,5194,1562,4812,716,0,4254,1294,2458,700,0,5671,2305,3543,1328,0,7489,1718,8505,1300,0,5016,1652,6751,1315,0,2034,1042,2203,688,0,3575,1137,4874,3127,0,4985,597,4452,445,0,7778,880,7239,422,0,0.919,0.897,0.895,0.889,0.94,0.885,0.911,0.943,0.964,1.128,0.81,1.523,1.34,0.794,0.538,0.611,1.019,0.971,1.19,0.88,1.68,1.51,0.8,0.61,0.65,1.39,1.09,?,yes,yes,01/05/02/04@01/05/02/07@02/19
3794,1399,2630,737,0,3999,1285,2511,470,0,2219,1120,1507,588,0,2818,1472,2208,864,0,5288,1700,6048,1218,0,2580,1515,2415,1154,0,1862,1132,1504,743,0,5313,1216,6298,3157,0,2143,648,2470,480,0,2184,915,3065,469,0,0.873,0.942,0.911,0.932,0.916,0.811,0.889,0.923,0.936,1.091,1.214,1.137,0.961,0.654,0.664,0.929,0.731,0.459,1.26,1.32,1.19,1,0.74,0.84,0.95,1.3,0.75,?,?,?,14/07@16/01
2825,1640,2114,947,0,4118,1322,4926,602,0,2154,1262,1536,711,0,2538,1638,1678,884,0,6120,2280,4908,1640,0,1954,1540,1422,1064,0,1800,1061,1331,699,0,4168,1343,4144,3217,0,1619,686,1576,564,0,1766,1024,1434,515,0,0.808,0.925,0.848,0.847,0.958,0.695,0.828,0.915,0.906,0.769,0.589,0.873,0.964,1.153,0.922,0.884,0.819,0.972,1.01,0.64,1.08,1.13,1.17,1.15,1.16,3.04,0.92,?,?,no,01/05/25@11/02/03/04@16/03/01
2122,1514,1338,904,0,3748,2105,2270,1072,0,1770,1194,1698,679,0,2091,1498,3097,1060,0,3169,1929,12171,3898,0,1466,1190,2038,1128,0,1946,1427,4332,2358,0,6875,2125,6190,3977,0,2028,996,5226,2118,0,1297,895,2497,490,0,0.533,0.773,0.773,0.673,0.891,0.415,0.758,0.845,0.879,0.683,1.093,0.425,0.192,0.135,0.141,0.211,0.244,0.168,1.4,1.37,0.56,0.29,0.14,0.3,0.26,2.14,0.33,?,?,no,02/45/11@10/03/01/01/11@10/03/02@10/03/04/07@14/10@20/09/14@32/01@34/11/03/07@41/01/01@42/10
6906,1337,4904,649,0,6109,1140,3824,439,0,3698,1071,2390,580,0,4859,1596,5131,902,0,7677,1479,22531,1033,0,3616,1518,6881,1224,0,2366,1160,3983,870,0,3548,1072,6788,3051,0,2228,588,1383,440,0,2055,834,1210,388,0,0.918,0.961,0.959,0.976,0.96,0.918,0.938,0.938,0.955,1.189,1.421,1.403,0.782,0.279,0.328,0.355,1.668,1.466,1.3,1.46,1.45,0.77,0.28,0.37,0.38,0.66,1.73,?,?,no,14/01@16/01@20/01/10@20/09/03@42/19
3097,1194,2315,635,0,4132,1149,1573,419,0,2830,1206,1508,606,0,3276,1483,1633,838,0,5329,1995,2364,1125,0,1790,1310,1282,951,0,4486,1611,4034,1261,0,4030,1622,4426,3526,0,2386,620,793,445,0,1806,883,600,421,0,0.92,0.915,0.928,0.901,0.812,0.696,0.915,0.867,0.797,0.998,2.333,1.715,1.943,2.408,1.284,0.966,4.844,4.467,1.13,2.58,1.8,2.25,2.69,1.45,1.03,2.67,5.07,?,yes,no,12/01/01
5441,1151,3993,601,0,5342,1465,2772,543,0,4659,1279,3448,677,0,5597,1462,2775,773,0,9239,1572,4004,976,0,3537,1299,2063,1029,0,8512,1276,5172,723,0,5334,1559,7359,3719,0,2360,538,1804,370,0,2857,1000,1474,519,0,0.665,0.953,0.951,0.951,0.967,0.956,0.951,0.98,0.97,1.067,1.543,1.14,1.884,2.489,2.306,1.577,1.231,1.846,1.26,1.73,1.21,2.06,2.53,2.16,1.62,1.03,1.27,?,yes,no,10/01/03@10/03/01@14/07@20/01/15@32/01/01@32/07/07@42/25
3646,1088,2964,614,0,4952,1063,2216,374,0,3970,1376,2342,826,0,4838,1371,3066,730,0,4700,1482,4634,997,0,2988,1291,2867,962,0,3825,1049,3678,677,0,14394,1193,8661,3369,0,1314,445,864,359,0,2273,851,1116,388,1,0.971,0.949,0.948,0.949,0.972,0.972,0.972,0.948,0.926,1.093,2.06,1.661,1.409,0.846,0.854,0.883,1.818,2.015,1.08,2.11,1.71,1.48,0.88,0.89,0.92,2.49,1.72,?,yes,no,20/01/11@20/01/27@32/07
2812,1390,1801,688,0,3469,1503,1880,650,0,1811,1127,1375,595,0,2494,1578,1497,852,0,2907,1356,2105,856,0,2202,1498,1738,1078,0,1343,1016,894,614,0,5002,1183,5294,2969,0,2648,583,2295,414,0,3185,964,2182,457,0,0.897,0.905,0.908,0.888,0.936,0.889,0.78,0.861,0.888,1.164,1.473,0.757,1.245,1.152,1.036,0.909,0.932,1.158,1.27,1.59,0.87,1.42,1.24,1.06,1.16,1.64,1.09,?,?,no,11/06/02
4085,1373,2593,660,0,4466,1201,8971,545,0,2341,1090,3268,592,0,2951,1580,5455,1248,0,4249,1622,22599,2351,0,3420,1715,11527,1379,0,2091,1236,3023,982,0,3226,1190,9774,3112,0,2495,590,5104,454,0,3070,918,6149,453,0,0.913,0.891,0.885,0.862,0.813,0.863,0.697,0.941,0.921,1.308,0.352,0.44,0.302,0.1,0.143,0.308,0.388,0.341,1.4,0.38,0.46,0.32,0.12,0.16,0.41,0.3,0.4,?,?,no,20/01/15@32/01/01@32/07/07/05@42/16
11803,1641,9604,844,0,5914,1216,7251,517,0,8026,1360,8034,732,0,7713,2187,4916,1423,0,17895,1667,7668,993,0,11298,2186,5197,1595,0,3033,1040,1557,622,0,5403,1190,5153,2935,0,6739,668,9529,504,0,11141,857,7592,426,0,0.941,0.96,0.952,0.903,0.943,0.943,0.933,0.967,0.957,1.128,0.667,0.863,1.498,2.316,2.625,1.991,0.656,1.388,1.16,0.69,0.91,1.58,2.43,2.52,2.13,1.89,0.67,?,?,no,01/02@14/13
2410,1193,1799,626,0,4307,1532,4614,1468,0,2559,1206,1781,654,0,3064,1372,2262,722,1,3735,1745,4116,1289,1,1933,1344,1782,1099,0,3405,1700,4002,1596,0,1783,1488,3620,3208,0,1620,609,1953,456,0,1594,927,1300,467,0,0.86,0.831,0.944,0.93,0.907,0.897,0.792,0.94,0.893,0.71,0.747,1.004,0.938,0.633,0.782,0.594,0.629,0.774,1.03,0.88,1.2,1.09,0.7,0.86,0.7,0.71,0.67,?,?,no,01/05/02/07@02/19
1144,970,657,481,0,1313,1024,571,401,0,1278,1120,730,592,0,1812,1568,1137,995,0,1541,1328,1094,900,0,1174,964,944,753,0,1055,903,678,562,0,4152,1446,5205,3618,0,650,561,539,451,0,867,771,500,423,0,-0.198,0.512,0.369,0.364,0.315,0.631,0.076,0.245,0.125,-0.182,0.744,0.427,0.64,0.322,0.635,0.088,0.209,0.16,0.98,1.7,1.14,1.71,1.09,1.09,1.31,1.7,1.01,?,?,no,11/04/01@11/04/03/01@12/01/01@16/19/03
4938,1808,3667,1096,0,3750,1420,2160,645,0,3456,1413,1954,745,0,4510,2224,3011,1334,0,5187,1868,6011,1115,0,6007,2188,7786,1759,0,1609,966,1262,564,0,10201,1144,11698,3065,0,6534,617,2994,409,0,10235,892,3072,366,0,0.942,0.947,0.934,0.939,0.966,0.927,0.909,0.962,0.968,1.169,1.5,1.62,1.296,0.667,0.588,0.905,2.24,3.385,1.21,1.53,1.68,1.36,0.67,0.63,0.92,1.04,2.28,?,?,no,01/03/01@02/45
3481,1536,2599,998,0,5253,1614,2108,700,0,2842,1299,1700,633,0,4283,1596,2968,863,0,4696,1685,2626,1028,0,4187,1869,3757,1530,0,1626,1119,994,742,0,8451,1231,5452,3094,0,5856,618,3382,430,0,7290,988,5865,432,0,0.883,0.819,0.927,0.956,0.928,-0.019,0.724,0.981,0.979,1.095,2.229,1.349,1.219,1.783,-0.008,1.434,1.768,1.152,1.21,2.58,1.44,1.27,1.88,1.04,2.01,3.06,1.77,?,?,no,14/04@20/01/10@20/09/01
2041,1166,1500,662,0,3057,1368,2014,568,0,2377,1572,2177,1072,0,2866,1499,3521,870,0,2696,1386,4283,990,0,2174,1280,3902,1044,0,2928,1153,6277,1051,0,2608,1061,5843,3495,0,1156,438,1972,335,0,2255,924,4988,421,0,0.873,0.886,0.848,0.918,0.761,0.852,0.901,0.899,0.959,0.884,1.024,0.586,0.469,0.289,0.248,0.297,0.376,0.272,1.04,1.16,0.72,0.51,0.39,0.31,0.33,0.65,0.43,?,?,no,10/01/03@10/03/01@10/03/02@10/03/04/05@40/01@42/04@43/01/03/05@43/01/03/09
