@RELATION 'derisi0.names'

@ATTRIBUTE g1                                      numeric
@ATTRIBUTE g1_bkg                                  numeric
@ATTRIBUTE r1                                      numeric
@ATTRIBUTE r1_bkg                                  numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE g2                                      numeric
@ATTRIBUTE g2_bkg                                  numeric
@ATTRIBUTE r2                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE f2                                      numeric
@ATTRIBUTE g3                                      numeric
@ATTRIBUTE g3_bkg                                  numeric
@ATTRIBUTE r3                                      numeric
@ATTRIBUTE r3_bkg                                  numeric
@ATTRIBUTE f3                                      numeric
@ATTRIBUTE g4                                      numeric
@ATTRIBUTE g4_bkg                                  numeric
@ATTRIBUTE r4                                      numeric
@ATTRIBUTE r4_bkg                                  numeric
@ATTRIBUTE f4                                      numeric
@ATTRIBUTE g5                                      numeric
@ATTRIBUTE g5_bkg                                  numeric
@ATTRIBUTE r5                                      numeric
@ATTRIBUTE r5_bkg                                  numeric
@ATTRIBUTE f5                                      numeric
@ATTRIBUTE g6                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE r6                                      numeric
@ATTRIBUTE r6_bkg                                  numeric
@ATTRIBUTE f6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE r7                                      numeric
@ATTRIBUTE r7_bkg                                  numeric
@ATTRIBUTE f7                                      numeric
@ATTRIBUTE g1_ratio                                numeric
@ATTRIBUTE g2_ratio                                numeric
@ATTRIBUTE g3_ratio                                numeric
@ATTRIBUTE g4_ratio                                numeric
@ATTRIBUTE g5_ratio                                numeric
@ATTRIBUTE g6_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r1_ratio                                numeric
@ATTRIBUTE r2_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE r4_ratio                                numeric
@ATTRIBUTE r5_ratio                                numeric
@ATTRIBUTE r6_ratio                                numeric
@ATTRIBUTE r7_ratio                                numeric
@ATTRIBUTE g1dashbkg                               numeric
@ATTRIBUTE g2dashbkg                               numeric
@ATTRIBUTE g3dashbkg                               numeric
@ATTRIBUTE g4dashbkg                               numeric
@ATTRIBUTE g5dashbkg                               numeric
@ATTRIBUTE g6dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r1dashbkg                               numeric
@ATTRIBUTE r2dashbkg                               numeric
@ATTRIBUTE r3dashbkg                               numeric
@ATTRIBUTE r4dashbkg                               numeric
@ATTRIBUTE r5dashbkg                               numeric
@ATTRIBUTE r6dashbkg                               numeric
@ATTRIBUTE r7dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/13,01/02,01/02/02,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/02,01/05/03/02/04,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/05,01/20/27,01/20/31,01/20/33,01/20/37,01/20/37/01,01/25,01/25/01,02,02/01,02/01/01,02/01/03,02/04,02/07,02/07/01,02/08,02/10,02/11,02/11/05,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/02,16,16/01,16/02,16/03,16/03/01,16/03/03,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/17,16/17/01,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/09,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/02,20/09/16,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/09,20/09/18/09/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/03,30/01/05/05,30/01/05/05/01,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/10,30/05/02,30/05/02/24,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/10,32/10/03,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/07,34/07/01,34/07/02,34/11,34/11/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,38,38/07,40,40/01,40/01/03,40/01/03/01,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/03,40/10/02/03/02,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/09,99

@DATA
3450,1893,2574,976,0,3626,2035,3114,1189,0,2149,1145,2528,817,0,1945,1023,2497,710,0,3237,1316,6722,1362,0,3828,2065,10759,1583,0,2051,775,5922,611,0,0.97,0.83,0.59,0.52,0.36,0.19,0.24,1.03,1.2,1.69,1.92,2.78,5.26,4.17,1557,1591,1004,922,1921,1763,1276,1598,1925,1711,1787,5360,9176,5311,01/05/02/07@02/10@16/19/03
3104,2037,2071,1013,0,4356,3048,3675,2259,0,2824,1645,2654,1255,0,1821,1074,1414,756,0,2326,1441,1776,1046,0,2921,2206,2757,1774,0,1692,815,2007,623,0,1.01,0.92,0.84,1.14,1.21,0.73,0.63,0.99,1.09,1.19,0.88,0.83,1.37,1.59,1067,1308,1179,747,885,715,877,1058,1416,1399,658,730,983,1384,10/01/05/03@11@16/03/01
8653,2510,7462,1179,0,6052,1667,4741,1089,0,5607,1407,4655,988,0,6824,1272,4922,789,0,6792,1924,5604,1116,0,7460,2095,5333,1283,0,5837,2335,3495,2070,0,0.98,1.2,1.15,1.34,1.08,1.32,2.46,1.02,0.83,0.87,0.75,0.93,0.76,0.41,6143,4385,4200,5552,4868,5365,3502,6283,3652,3667,4133,4488,4050,1425,14/04@20/09/07/05@20/09/13@42/07
5068,2177,4694,1210,0,4975,2513,4545,1618,0,4447,1619,5880,1249,0,3176,1182,2433,839,0,3736,1564,2805,1168,0,3657,2302,2635,1633,0,3260,975,1843,751,0,0.83,0.84,0.61,1.25,1.33,1.35,2.09,1.2,1.19,1.64,0.8,0.75,0.74,0.48,2891,2462,2828,1994,2172,1355,2285,3484,2927,4631,1594,1637,1002,1092,34/11/03/07
11327,2039,11262,1123,0,11199,2337,9019,1430,0,9591,1491,7958,1093,0,7759,1225,3687,759,0,7684,1567,3479,1169,0,7768,2262,2478,1614,0,7147,865,1416,631,0,0.92,1.17,1.18,2.23,2.65,6.37,8,1.09,0.85,0.85,0.45,0.38,0.16,0.13,9288,8862,8100,6534,6117,5506,6282,10139,7589,6865,2928,2310,864,785,10/01/09/05@11/04/01
2529,1776,1490,887,0,3176,1986,2158,997,0,1569,1096,1328,712,0,1544,887,1571,587,0,2258,1488,3105,1124,0,2716,1909,4690,1200,0,1388,756,2624,567,0,1.25,1.02,0.77,0.67,0.39,0.23,0.31,0.8,0.98,1.3,1.49,2.56,4.35,3.23,753,1190,473,657,770,807,632,603,1161,616,984,1981,3490,2057,11/04/01@16/19/03
3945,2567,2420,1261,0,4167,2781,3375,2103,0,3260,2108,2870,1695,0,3645,1718,2970,1274,0,2939,1738,1869,1057,0,3735,2467,3460,1936,0,2460,1090,2036,827,0,1.19,1.09,0.98,1.14,1.48,0.83,1.13,0.84,0.92,1.02,0.88,0.68,1.2,0.88,1378,1386,1152,1927,1201,1268,1370,1159,1272,1175,1696,812,1524,1209,11/02/03/04@12/04/03@16/01@32/01/07
3810,1930,2771,1081,0,5870,2306,4887,1390,0,3093,1285,2500,937,0,2981,1157,2320,806,0,3050,1382,2287,1039,0,5455,2404,4216,1612,0,2567,868,2028,652,0,1.11,1.02,1.16,1.2,1.34,1.17,1.23,0.9,0.98,0.86,0.83,0.75,0.85,0.81,1880,3564,1808,1824,1668,3051,1699,1690,3497,1563,1514,1248,2604,1376,01/05/25@11/02/03/01@11/02/03/04
7363,2316,6892,1239,0,10635,3239,11893,2667,0,6964,1699,7856,1398,0,4786,1266,4441,981,0,4945,1571,3631,999,0,7320,2582,6302,2318,0,5089,940,4099,687,0,0.89,0.8,0.82,1.02,1.28,1.19,1.22,1.12,1.25,1.22,0.98,0.78,0.84,0.82,5047,7396,5265,3520,3374,4738,4149,5653,9226,6458,3460,2632,3984,3412,01/06/02/01@30/01/09/09
4870,2341,3770,1149,0,4419,2427,3182,1342,0,4802,2038,4626,1494,0,4405,1316,4017,928,0,3421,1681,2944,1059,0,4771,2480,5198,1740,0,3558,1219,5312,928,0,0.96,1.08,0.88,1,0.92,0.66,0.53,1.04,0.93,1.14,1,1.09,1.52,1.89,2529,1992,2764,3089,1740,2291,2339,2621,1840,3132,3089,1885,3458,4384,20/03
11501,1877,13372,984,0,10790,2496,9691,1534,0,9047,1323,7114,958,0,9372,1220,5207,839,0,7555,1283,4470,1139,0,7866,2274,3432,1660,0,8778,889,3001,654,0,0.78,1.02,1.25,1.87,1.88,3.16,3.36,1.28,0.98,0.8,0.53,0.53,0.32,0.3,9624,8294,7724,8152,6272,5592,7889,12388,8157,6156,4368,3331,1772,2347,10/03/01@12/04/01@43/01/03/09
4581,2152,3996,1123,0,4318,2438,3618,1521,0,5349,1817,6035,1444,0,3521,1283,3017,876,0,2651,1408,2369,1213,0,3771,2318,3294,1745,0,5492,974,8032,729,0,0.85,0.9,0.77,1.05,1.08,0.94,0.62,1.18,1.11,1.3,0.95,0.93,1.06,1.61,2429,1880,3532,2238,1243,1453,4518,2873,2097,4591,2141,1156,1549,7303,01/03/16@10/01/03@11/04
5846,2520,4615,1198,0,3683,2264,2726,1292,0,4959,1680,5301,1280,0,4973,1435,7768,1078,0,4353,1876,7461,1108,0,4808,2343,19797,1720,0,2784,1042,11370,991,0,0.97,0.99,0.82,0.53,0.39,0.14,0.17,1.03,1.01,1.22,1.89,2.56,7.14,5.88,3326,1419,3279,3538,2477,2465,1742,3417,1434,4021,6690,6353,18077,10379,01/05/02/07@02/10@42/16
4750,1871,4348,1053,0,4207,2336,3873,1707,0,3868,1305,3839,1115,0,3475,1028,2544,756,0,5172,1431,4181,1295,0,6606,2054,4580,1766,0,2529,988,2251,932,0,0.87,0.86,0.94,1.37,1.3,1.62,1.17,1.15,1.16,1.06,0.73,0.77,0.62,0.85,2879,1871,2563,2447,3741,4552,1541,3295,2166,2724,1788,2886,2814,1319,16/01@20/09/07/03
5032,2397,3718,1196,0,4476,3061,3281,1932,0,4151,2209,4166,1720,0,4129,1848,3633,1461,0,3155,1597,2500,997,0,4485,2748,3614,1912,0,2921,1394,2123,950,0,1.04,1.05,0.79,1.05,1.04,1.02,1.3,0.96,0.95,1.27,0.95,0.96,0.98,0.77,2635,1415,1942,2281,1558,1737,1527,2522,1349,2446,2172,1503,1702,1173,16/17/09@18/02/03@20/09/07@20/09/16
4069,1683,3535,892,0,3950,1955,3274,1043,0,2411,1062,1852,704,0,2413,943,1633,657,0,5707,1480,4397,1306,0,5933,2042,4653,1465,0,1985,732,2434,588,0,0.9,0.89,1.18,1.51,1.37,1.22,0.68,1.11,1.12,0.85,0.66,0.73,0.82,1.47,2386,1995,1349,1470,4227,3891,1253,2643,2231,1148,976,3091,3188,1846,10/01/03
3875,2371,2362,1098,0,3581,2574,2369,1421,0,2708,1526,2529,1060,0,2497,1302,1992,848,0,3236,1934,2414,1167,0,3718,2385,4610,1486,0,9030,1124,13433,851,3,1.19,1.06,0.8,1.04,1.04,0.43,0.63,0.84,0.94,1.25,0.96,0.96,2.33,1.59,1504,1007,1182,1195,1302,1333,7906,1264,948,1469,1144,1247,3124,12582,01/06@14/07/01
4911,2495,3721,1343,0,7356,3306,6957,2585,0,5447,2148,3873,1700,0,4767,1692,3418,1227,0,2728,1564,1784,1033,0,4141,2487,3400,1985,0,3194,972,2515,714,0,1.02,0.93,1.52,1.4,1.55,1.17,1.23,0.98,1.08,0.66,0.71,0.65,0.85,0.81,2416,4050,3299,3075,1164,1654,2222,2378,4372,2173,2191,751,1415,1801,10/01/05/01@11/02/03/04/03
4779,1859,3882,949,0,4298,2195,3323,1291,0,3300,1374,2781,960,0,2525,1016,1900,711,0,3466,1311,3065,1190,0,4234,2158,4148,1664,0,2290,775,2059,577,0,1,1.03,1.06,1.27,1.15,0.84,1.02,1,0.97,0.94,0.79,0.87,1.19,0.98,2920,2103,1926,1509,2155,2076,1515,2933,2032,1821,1189,1875,2484,1482,10/01/03@10/01/09/05
5463,2803,3665,1335,0,3693,2466,2305,1403,0,2806,1680,2198,1241,0,3463,1279,2753,819,0,3957,1957,2966,1198,0,4298,2413,3533,1555,0,2484,1156,2446,780,0,1.14,1.36,1.18,1.13,1.13,0.95,0.8,0.88,0.74,0.85,0.88,0.88,1.05,1.25,2660,1227,1126,2184,2000,1885,1328,2330,902,957,1934,1768,1978,1666,42/16
5139,2342,3890,1205,0,4509,2905,3318,1812,0,5156,2280,4593,1812,0,4301,1696,4376,1274,0,3389,1548,2925,1087,0,4779,2818,4226,1999,0,3111,1417,2622,929,0,1.04,1.07,1.03,0.84,1,0.88,1,0.96,0.93,0.97,1.19,1,1.14,1,2797,1604,2876,2605,1841,1961,1694,2685,1506,2781,3102,1838,2227,1693,20/01/07@20/09/04
3922,1797,2910,937,0,4375,1978,3129,1018,0,2422,1164,1886,740,0,2238,913,1643,603,0,3679,1437,3297,1204,0,4417,2033,4331,1317,0,2265,800,1948,628,0,1.08,1.14,1.1,1.27,1.07,0.79,1.11,0.93,0.88,0.91,0.79,0.93,1.27,0.9,2125,2397,1258,1325,2242,2384,1465,1973,2111,1146,1040,2093,3014,1320,01/04@10/03/03@14/07/03@14/10@20/09/18/09/01@42/04/03@43/01/03/05
3958,2203,3153,1181,0,5539,2454,5769,1438,0,3957,1502,4963,1125,0,2563,1240,2674,854,0,4764,1807,5292,1215,0,3409,2262,3352,1460,0,2644,979,2224,689,0,0.89,0.71,0.64,0.73,0.73,0.61,1.08,1.12,1.41,1.56,1.37,1.37,1.64,0.93,1755,3085,2455,1323,2957,1147,1665,1972,4331,3838,1820,4077,1892,1535,01/06/10@11/02/03/01@11/02/03/04@30/01@32/01/07
9361,2699,8926,1290,0,6217,2511,5883,1458,0,5215,1834,8518,1420,0,7301,1473,14508,1008,0,5479,1715,8864,1082,0,7734,2376,20736,1662,0,5498,1138,13437,839,0,0.87,0.84,0.48,0.43,0.48,0.28,0.35,1.15,1.19,2.08,2.33,2.08,3.57,2.86,6662,3706,3381,5828,3764,5358,4360,7636,4425,7098,13500,7782,19074,12598,32/01
4788,2690,2934,1233,0,3543,2324,2450,1387,0,2957,1570,2940,1182,0,4417,1536,3753,1148,0,5424,1768,3736,972,0,4350,2756,4330,2355,0,2614,1020,1490,743,0,1.23,1.15,0.79,1.11,1.32,0.81,2.13,0.81,0.87,1.27,0.9,0.76,1.23,0.47,2098,1219,1387,2881,3656,1594,1594,1701,1063,1758,2605,2764,1975,747,16/03/01@16/03/03@20/01/21@32/01/09@42/10/03
7139,2670,5118,1278,0,4229,2193,2933,1212,0,3658,1439,3022,1034,0,5891,1518,4145,1038,0,6590,1894,4026,1144,0,5875,2282,2926,1430,0,3099,1102,1578,744,0,1.16,1.18,1.12,1.41,1.63,2.4,2.39,0.86,0.85,0.89,0.71,0.61,0.42,0.42,4469,2036,2219,4373,4696,3593,1997,3840,1721,1988,3107,2882,1496,834,11/04/01@11/04/02
2586,1992,1504,1023,0,3095,2390,2131,1451,0,2335,1598,2488,1242,0,1732,1191,1433,815,0,2026,1494,1571,1124,0,2493,1984,2070,1372,0,1530,895,1296,594,0,1.23,1.04,0.59,0.88,1.19,0.73,0.9,0.81,0.96,1.69,1.14,0.84,1.37,1.11,594,705,737,541,532,509,635,481,680,1246,618,447,698,702,20/01/01/01@43/01/03/09
3435,2171,2460,1095,0,4012,2324,3097,1378,0,5052,1774,5295,1357,0,2776,1224,2049,898,0,2575,1688,1545,973,0,3738,2351,3520,1968,0,2808,907,2837,708,0,0.93,0.98,0.83,1.35,1.55,0.89,0.89,1.08,1.02,1.2,0.74,0.65,1.12,1.12,1264,1688,3278,1552,887,1387,1901,1365,1719,3938,1151,572,1552,2129,01/01/09/04@01/01/09/05@01/05@02/16
7176,1936,7092,1037,0,6907,2268,6485,1268,0,5866,1468,6841,1057,0,5223,1117,4875,755,0,4520,1372,4493,1125,0,4602,2214,4825,1583,0,3446,853,3584,629,0,0.87,0.89,0.76,1,0.93,0.74,0.88,1.15,1.12,1.32,1,1.08,1.35,1.14,5240,4639,4398,4106,3148,2388,2593,6055,5217,5784,4120,3368,3242,2955,14/01
3824,2478,2201,1180,0,3739,2746,2677,1718,0,3178,1931,2697,1453,0,3463,1615,2890,1234,0,3089,1694,1852,954,0,3841,2659,3875,2299,0,2476,1126,1969,860,0,1.32,1.04,1,1.12,1.55,0.75,1.22,0.76,0.96,1,0.89,0.65,1.33,0.82,1346,993,1247,1848,1395,1182,1350,1021,959,1244,1656,898,1576,1109,10/03/01/01@10/03/04/05
5014,1983,4325,978,0,5017,2195,4211,1219,0,3940,1413,3675,1011,0,3480,1138,3293,769,0,3309,1374,3399,1067,0,3706,2350,8568,1741,0,2907,854,9238,724,0,0.91,0.94,0.95,0.93,0.83,0.2,0.24,1.1,1.06,1.05,1.08,1.2,5,4.17,3031,2822,2527,2342,1935,1356,2053,3347,2992,2664,2524,2332,6827,8514,01/05@02/01
3443,2434,1951,1195,0,3860,2793,2800,2122,0,3489,1860,2438,1465,0,3064,1560,2140,1097,0,2707,1722,1614,929,0,3504,2505,3362,1952,0,2398,1086,2217,768,0,1.33,1.57,1.67,1.44,1.44,0.71,0.91,0.75,0.64,0.6,0.69,0.69,1.41,1.1,1009,1067,1629,1504,985,999,1312,756,678,973,1043,685,1410,1449,20/01/01/01/01@20/03/22@34/01/01/01
10435,2316,9257,1149,0,10705,2598,8489,1501,0,5800,1513,4963,1074,0,7696,1490,6454,942,0,6877,1801,5676,1367,0,9283,2303,6856,1630,0,6865,2026,4389,1456,0,1,1.16,1.1,1.13,1.18,1.34,1.65,1,0.86,0.91,0.88,0.85,0.75,0.61,8119,8107,4287,6206,5076,6980,4839,8108,6988,3889,5512,4309,5226,2933,01/03/16/01@11/04@12/07@32/07
4088,1847,3050,958,0,2953,1975,1998,1043,0,1885,1162,1811,839,0,1647,1022,1341,691,0,2603,1391,2702,1444,0,3429,2095,4132,1529,0,1626,792,1794,608,0,1.07,1.02,0.74,0.96,0.96,0.51,0.7,0.93,0.98,1.35,1.04,1.04,1.96,1.43,2241,978,723,625,1212,1334,834,2092,955,972,650,1258,2603,1186,02/13/03@12/01/01@42/16
4475,1703,3998,871,0,4853,2026,5076,1092,0,2942,1129,3664,784,0,2875,946,3120,651,0,4604,1432,7377,1272,0,5306,1988,6316,1325,0,2707,785,2726,615,0,0.89,0.71,0.63,0.78,0.52,0.66,0.91,1.12,1.41,1.59,1.28,1.92,1.52,1.1,2772,2827,1813,1929,3172,3318,1922,3127,3984,2880,2469,6105,4991,2111,01/01/09/06@01/07/01
3961,1961,3043,1019,0,4482,2356,3537,1349,0,3477,1545,3052,1155,0,2426,1038,1965,748,0,3464,1511,2858,1179,0,8607,2460,9899,2178,0,1917,761,1718,578,0,0.99,0.97,1.02,1.14,1.16,0.8,1.01,1.01,1.03,0.98,0.88,0.86,1.25,0.99,2000,2126,1932,1388,1953,6147,1156,2024,2188,1897,1217,1679,7721,1140,14/13
6074,2752,4088,1290,0,3860,2352,2516,1340,0,3189,1563,2551,1208,0,3864,1330,2991,897,0,4586,1906,3178,1074,0,4731,2262,5832,1393,0,2792,1074,2062,720,0,1.19,1.28,1.21,1.21,1.27,0.56,1.28,0.84,0.78,0.83,0.83,0.79,1.79,0.78,3322,1508,1626,2534,2680,2469,1718,2798,1176,1343,2094,2104,4439,1342,01/06/02/01@42/16
3972,2082,2990,1137,0,4461,2346,3712,1322,0,5152,1393,6251,991,0,2517,1171,1898,770,0,3114,1597,2594,1209,0,3128,2104,2527,1380,0,2652,921,1588,641,0,1.02,0.88,0.71,1.19,1.1,0.89,1.83,0.98,1.14,1.41,0.84,0.91,1.12,0.55,1890,2115,3759,1346,1517,1024,1731,1853,2390,5260,1128,1385,1147,947,30/01/05/05/01@40/01@42/04@43/01/03/05
3345,1994,2393,1100,0,3911,2338,3116,1398,0,2566,1499,2234,1114,0,2438,1066,1839,749,0,3132,1423,2338,1161,0,4561,2457,4434,2110,0,1621,854,1620,717,0,1.04,0.92,0.95,1.26,1.45,0.91,0.85,0.96,1.09,1.05,0.79,0.69,1.1,1.18,1351,1573,1067,1372,1709,2104,767,1293,1718,1120,1090,1177,2324,903,01/06/02/01@10/03/01@42/01@42/16
11850,2038,14812,1172,0,7606,2143,6437,1249,0,9004,1666,12187,1375,0,10573,1057,8631,740,0,13581,1347,10784,1338,0,18346,2250,9926,1974,0,8195,896,3249,735,0,0.72,1.05,0.68,1.21,1.3,2.02,2.9,1.39,0.95,1.47,0.83,0.77,0.5,0.34,9812,5463,7338,9516,12234,16096,7299,13640,5188,10812,7891,9446,7952,2514,12/10
5848,2309,4096,1076,0,6720,2473,4724,1459,0,4257,1432,3674,1011,0,4207,1207,3262,740,0,5609,1684,4233,1173,0,4982,2238,4204,1359,0,3710,994,2592,773,0,1.17,1.3,1.06,1.19,1.28,0.96,1.49,0.85,0.77,0.94,0.84,0.78,1.04,0.67,3539,4247,2825,3000,3925,2744,2716,3020,3265,2663,2522,3060,2845,1819,01/03/16/01@11/04/03/01@16/03/03
4501,2191,4116,1155,0,5332,2662,5286,1652,0,6256,1745,7797,1380,0,3907,1313,4091,980,0,3108,1390,2530,1031,0,4541,2267,5327,1964,0,4736,900,4326,689,0,0.78,0.73,0.7,0.83,1.15,0.68,1.05,1.28,1.37,1.43,1.2,0.87,1.47,0.95,2310,2670,4511,2594,1718,2274,3836,2961,3634,6417,3111,1499,3363,3637,34/11/03/07@41/01/01
6091,2215,5800,1235,0,5732,2588,5499,1512,0,5370,1549,6456,1135,0,4327,1236,4176,903,0,4143,1578,4406,1245,0,3805,2261,4378,1656,0,3621,983,8153,736,0,0.85,0.79,0.72,0.94,0.81,0.57,0.36,1.18,1.27,1.39,1.06,1.23,1.75,2.78,3876,3144,3821,3091,2565,1544,2638,4565,3987,5321,3273,3161,2722,7417,01/06@16/19
3313,2312,1849,1054,0,3496,2234,2279,1159,0,2451,1348,2169,910,0,2252,1192,1785,728,0,2831,1639,2274,1023,0,3242,2055,2963,1196,0,1826,956,1482,644,0,1.26,1.13,0.88,1,0.95,0.67,1.04,0.79,0.88,1.14,1,1.05,1.49,0.96,1001,1262,1103,1060,1192,1187,870,795,1120,1259,1057,1251,1767,838,12/10
