@relation R_data_frame

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute unlabelledlabels string

@data
0.07573,0.043727,0.497626,0.873791,0.593425,0.388378,0.443016,0.449135,0.722687,0.448924,0.690491,0.37797,0.675115,0.40009,0.546143,0.666948,0.46144,0.384337,0.443518,0.64733,0.567765,0.420278,0.620924,0.619458,0.601648,0.538155,0.529152,0.521373,0.629843,0.495525,0.375002,0.533118,0.527254,0.52226,0.52649,0.638048,0.52745,0.545739,0.64359,0.519346,0.607548,0.488525,0.658082,0.559581,0.549245,0.380861,0.583787,0.492888,0.539347,0.360373,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.108637,0.191764,0.635828,0.911242,0.484316,0.452827,0.488029,0.443211,0.715362,0.444476,0.596918,0.432545,0.656659,0.435529,0.54121,0.656557,0.467952,0.469753,0.523751,0.656024,0.586932,0.424686,0.617334,0.598225,0.594575,0.535498,0.528179,0.519575,0.617212,0.533645,0.366019,0.536343,0.585191,0.546299,0.476838,0.6651,0.56668,0.538492,0.621773,0.529155,0.566175,0.463433,0.605705,0.565636,0.55962,0.406588,0.575387,0.501532,0.490305,0.351291,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.110568,0.196581,0.637125,0.912541,0.484306,0.453066,0.48545,0.446422,0.713505,0.44622,0.598258,0.431189,0.658738,0.437094,0.540934,0.656543,0.468529,0.47027,0.526827,0.656171,0.587554,0.423729,0.616937,0.598621,0.593872,0.535551,0.528715,0.519017,0.616588,0.532641,0.36995,0.536107,0.579393,0.54435,0.476562,0.661839,0.566738,0.540084,0.623162,0.527797,0.565213,0.462591,0.60819,0.563771,0.559989,0.410196,0.575645,0.501996,0.490019,0.35093,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.107985,0.176442,0.601181,0.916538,0.519933,0.420868,0.468672,0.487005,0.665485,0.468149,0.629373,0.441902,0.683454,0.436378,0.518513,0.657226,0.454111,0.415398,0.559026,0.645504,0.582297,0.407527,0.612554,0.59882,0.615922,0.508288,0.532398,0.509814,0.62625,0.532828,0.378641,0.542067,0.484316,0.536799,0.523806,0.65721,0.555512,0.550108,0.635694,0.525502,0.575072,0.467507,0.633581,0.553545,0.560264,0.460099,0.579152,0.489593,0.490035,0.350952,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.06675,0.042367,0.477736,0.895937,0.611098,0.397407,0.438097,0.476518,0.734437,0.425076,0.608309,0.412126,0.664454,0.47115,0.468462,0.664701,0.48325,0.489566,0.389065,0.692884,0.547836,0.425588,0.606699,0.580807,0.595607,0.522101,0.577997,0.537301,0.633188,0.511104,0.356872,0.522734,0.557047,0.521058,0.563063,0.640575,0.522339,0.572676,0.631287,0.514417,0.606429,0.478197,0.707076,0.555493,0.538897,0.361949,0.58137,0.505829,0.507598,0.37381,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.117531,0.204628,0.633917,0.912557,0.491565,0.450636,0.47816,0.45602,0.708361,0.448638,0.602643,0.433514,0.662262,0.437267,0.537601,0.658097,0.463556,0.467262,0.541518,0.653753,0.593028,0.427635,0.62168,0.610478,0.585314,0.541618,0.531163,0.523914,0.615222,0.535694,0.372651,0.538674,0.559906,0.54529,0.486377,0.65852,0.564061,0.541406,0.62597,0.528629,0.564647,0.463597,0.614031,0.563281,0.55936,0.420052,0.57653,0.504425,0.491027,0.350661,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.1027,0.180978,0.618072,0.919229,0.502729,0.441388,0.444309,0.49807,0.675779,0.463034,0.61832,0.462301,0.666898,0.462485,0.506888,0.629708,0.46438,0.448018,0.553005,0.658402,0.598671,0.413761,0.623271,0.568595,0.622103,0.498787,0.524134,0.486481,0.653871,0.489919,0.379305,0.501053,0.474263,0.523653,0.503776,0.651935,0.571156,0.565065,0.624388,0.519069,0.570094,0.46475,0.613967,0.548696,0.566226,0.450977,0.590144,0.51525,0.482669,0.342377,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0016310@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.441705,0.695292,0.647123,0.910516,0.540825,0.474433,0.118027,0.781499,0.457632,0.606116,0.718598,0.359822,0.624989,0.431603,0.480735,0.649988,0.522147,0.396702,0.336705,0.700624,0.576152,0.47017,0.622084,0.581198,0.56267,0.530896,0.549828,0.511754,0.620435,0.556815,0.340396,0.553302,0.7418,0.575709,0.470768,0.645198,0.580045,0.528666,0.614016,0.541721,0.565872,0.454341,0.607876,0.582177,0.555063,0.369789,0.555716,0.529827,0.385909,0.398333,GO1903047@GO0022402@GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0035556@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016071@GO0016070@GO0044265@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0044248@GO0009056@GO1901575@GO0009057@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0050790@GO0065009@GO0043085@GO0044093@GO0016567@GO0032446@GO0070647@GO0006996@GO0016043@GO0071840@GO0000377@GO0000398@GO0006397@GO0000375@GO0008380@GO0006396@GO0006259@GO0051276@GO0006310@GO0006281@GO0006974@GO0033554@GO0006950@GO0051716@GO0050896@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048731@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006260@GO0006351@GO0097659@GO0032774@GO0006366@GO0071702@GO0071705@GO0006508@GO0019941@GO0006511@GO0043632@GO0051603@GO0015031@GO0015833@GO0045184@GO0042886@GO0008104@GO0033036@GO0006811@GO0042981@GO0043067@GO0010941@GO0051336@GO0051345@GO0007062@GO0000280@GO0048285@GO0022414@GO0048609@GO0007399@GO0051704@GO0042127@GO0008284@GO0008285@GO0016032@GO0044403@GO0044764@GO0044419@GO0010628@GO0043161@GO0010498@GO0030163@GO0032259@GO0043066@GO0043069@GO0060548@GO0043087@GO0043547@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.567341,0.923064,0.67285,0.960529,0.520309,0.41779,0.421118,0.660302,0.622257,0.493395,0.619384,0.385615,0.64894,0.438593,0.490417,0.632733,0.477845,0.368943,0.256538,0.688173,0.587109,0.443049,0.627292,0.594345,0.587211,0.534036,0.550264,0.524728,0.627874,0.534576,0.366565,0.536409,0.58686,0.534598,0.497756,0.666506,0.546701,0.560334,0.646149,0.521237,0.549375,0.481752,0.620084,0.560204,0.567991,0.465702,0.621239,0.442122,0.62457,0.258906,GO1903047@GO0022402@GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0035556@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016071@GO0016070@GO0044265@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0044248@GO0009056@GO1901575@GO0009057@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0050790@GO0065009@GO0043085@GO0044093@GO0016567@GO0032446@GO0070647@GO0006996@GO0016043@GO0071840@GO0000377@GO0000398@GO0006397@GO0000375@GO0008380@GO0006396@GO0006259@GO0051276@GO0006310@GO0006281@GO0006974@GO0033554@GO0006950@GO0051716@GO0050896@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048731@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006260@GO0006351@GO0097659@GO0032774@GO0006366@GO0071702@GO0071705@GO0046907@GO0051641@GO0051649@GO0006412@GO0043043@GO0006518@GO0043604@GO1901566@GO0043603@GO1901564@GO0006508@GO0019941@GO0006511@GO0043632@GO0051603@GO0006886@GO0015031@GO0015833@GO0045184@GO0042886@GO0008104@GO0033036@GO0006811@GO0043065@GO0042981@GO0043068@GO0043067@GO0010941@GO0010942@GO0051336@GO0051345@GO0051726@GO0007062@GO0000280@GO0048285@GO0022414@GO0022610@GO0007155@GO0007186@GO0048609@GO0007399@GO0051704@GO0042127@GO0008284@GO0008285@GO0016032@GO0044403@GO0044764@GO0044419@GO0010628@GO0043161@GO0010498@GO0030163@GO0032259@GO0055085@GO0043066@GO0043069@GO0060548@GO0043087@GO0043547@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.2329,0.211175,0.305381,0.891668,0.737321,0.425022,0.297256,0.594082,0.75433,0.322175,0.073143,0.334243,0.687609,0.393439,0.532618,0.616057,0.432047,0.369907,0.454901,0.875892,0.563047,0.271665,0.559401,0.535598,0.612705,0.520456,0.595643,0.611807,0.692277,0.575753,0.310803,0.628751,0.511517,0.504909,0.464861,0.735439,0.616041,0.514471,0.646774,0.558594,0.493003,0.499156,0.532619,0.607093,0.543327,0.487074,0.647813,0.449295,0.626219,0.343537,GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774@GO0006366@GO0071702@GO0071705@GO0015031@GO0015833@GO0045184@GO0042886@GO0008104@GO0033036@GO0010628@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.321589,0.249757,0.209573,0.868549,0.853186,0.255367,0.266095,0.339078,0.860833,0.397533,0.835886,0.360936,0.653559,0.324823,0.741926,0.430931,0.360353,0.422301,0.465001,0.551304,0.521395,0.30879,0.519202,0.683279,0.6178,0.465577,0.520639,0.55328,0.550711,0.40821,0.523319,0.476009,0.679826,0.507595,0.3698,0.747196,0.635815,0.545433,0.643603,0.502394,0.520148,0.425775,0.49973,0.471997,0.624425,0.53335,0.626311,0.459867,0.41231,0.412001,GO1903047@GO0022402@GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0035556@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016071@GO0016070@GO0044265@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0044248@GO0009056@GO1901575@GO0009057@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0050790@GO0065009@GO0043085@GO0044093@GO0016567@GO0032446@GO0070647@GO0006996@GO0016043@GO0071840@GO0000377@GO0000398@GO0006397@GO0000375@GO0008380@GO0006396@GO0006259@GO0006281@GO0006974@GO0033554@GO0006950@GO0051716@GO0050896@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048731@GO0048856@GO0032502@GO0032501@GO0048513@GO0007166@GO0006810@GO0051234@GO0051179@GO0006260@GO0006351@GO0097659@GO0032774@GO0016072@GO0006364@GO0034470@GO0034660@GO0006366@GO0071702@GO0071705@GO0046907@GO0051641@GO0051649@GO0006412@GO0043043@GO0006518@GO0043604@GO1901566@GO0043603@GO1901564@GO0006508@GO0019941@GO0006511@GO0043632@GO0051603@GO0006886@GO0015031@GO0015833@GO0045184@GO0042886@GO0008104@GO0033036@GO0006811@GO0043065@GO0042981@GO0043068@GO0043067@GO0010941@GO0010942@GO0051336@GO0051345@GO0006952@GO0006954@GO0051726@GO0000280@GO0048285@GO0022414@GO0022610@GO0007155@GO0007186@GO0048609@GO0007399@GO0051704@GO0042127@GO0008284@GO0008285@GO0016032@GO0044403@GO0044764@GO0044419@GO0010628@GO0043161@GO0010498@GO0030163@GO0032259@GO0055085@GO0043066@GO0043069@GO0060548@GO0043087@GO0043547@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.121542,0.215801,0.638402,0.91487,0.490919,0.458232,0.451518,0.474398,0.690333,0.463524,0.607287,0.426177,0.658741,0.439713,0.537326,0.66025,0.468426,0.472972,0.547196,0.656414,0.587251,0.424038,0.616428,0.601901,0.591187,0.538709,0.531405,0.520821,0.615079,0.521842,0.382377,0.523745,0.489323,0.531546,0.50942,0.653668,0.564984,0.548528,0.623363,0.522945,0.563546,0.464399,0.611443,0.559353,0.560683,0.439029,0.577107,0.502068,0.484984,0.352987,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0016310@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.515834,0.146729,0.336899,0.447483,0.519746,0.158649,0.843181,0.262955,0,0.721005,0.519504,0.385978,0.720901,0.366324,0.449609,0.856189,0.257448,0.486987,0.20394,0.361983,0.733069,0.38761,0.081384,0.691075,0.484693,0.483222,0.511524,0.589684,0.738311,0.655295,0.240645,0.415379,0.553179,0.496854,0.644786,0.51066,0.593552,0.749109,0.617129,0.719113,0.505991,0.516285,0.642442,0.275849,0.601314,0.34188,0.668631,0.626892,0.309386,0.435462,GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0035556@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0050790@GO0065009@GO0043085@GO0044093@GO0016567@GO0032446@GO0070647@GO0016043@GO0071840@GO0006974@GO0033554@GO0006950@GO0051716@GO0050896@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048731@GO0048856@GO0032502@GO0032501@GO0048513@GO0007166@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774@GO0006366@GO0006508@GO0006811@GO0042981@GO0043067@GO0010941@GO0051336@GO0051345@GO0006952@GO0006954@GO0022414@GO0022610@GO0007155@GO0007186@GO0007154@GO0023052@GO0007399@GO0051704@GO0042127@GO0008284@GO0008285@GO0010628@GO0055085@GO0043066@GO0043069@GO0060548@GO0043087@GO0043547@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.123802,0.211506,0.635867,0.910025,0.493841,0.470294,0.466654,0.488575,0.692151,0.465821,0.610648,0.405707,0.644239,0.464309,0.547386,0.652278,0.461954,0.468252,0.553212,0.64832,0.575645,0.422084,0.611824,0.598664,0.595278,0.530125,0.525452,0.525254,0.619394,0.522268,0.383214,0.520366,0.492402,0.533318,0.51022,0.655989,0.564343,0.546809,0.624288,0.524273,0.558829,0.465791,0.611692,0.559169,0.559938,0.44172,0.57677,0.505279,0.478698,0.353149,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0016310@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.113361,0.165903,0.494245,0.932597,0.529988,0.4305,0.396878,0.560173,0.669675,0.434037,0.56673,0.459846,0.682997,0.436073,0.529275,0.616244,0.491842,0.431951,0.513143,0.622147,0.575391,0.426729,0.620465,0.536174,0.642112,0.475819,0.497923,0.494971,0.624958,0.871197,0.522207,0.372501,0.4548,0.477293,0.601423,0.673396,0.491254,0.529387,0.60329,0.545641,0.587376,0.450626,0.685157,0.571084,0.557034,0.500725,0.596825,0.538319,0.458897,0.371643,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0016310@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774
0.08834,0.137433,0.624654,0.886597,0.493245,0.46545,0.378154,0.50838,0.652964,0.489578,0.615619,0.419543,0.654487,0.436862,0.527857,0.656636,0.472084,0.455698,0.481977,0.665078,0.581334,0.433204,0.623513,0.597116,0.591416,0.536906,0.530934,0.52379,0.620531,0.497824,0.39237,0.50441,0.345795,0.507644,0.562154,0.641328,0.565518,0.55295,0.626061,0.51466,0.562642,0.470157,0.612727,0.556553,0.560951,0.460843,0.581324,0.49568,0.490153,0.349134,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.115787,0.206468,0.637968,0.914372,0.486625,0.454546,0.475581,0.455275,0.707002,0.451734,0.601583,0.428944,0.659146,0.436564,0.541022,0.658212,0.468656,0.472428,0.534612,0.656529,0.587147,0.422909,0.615806,0.600142,0.594628,0.53643,0.528414,0.519648,0.615602,0.529874,0.374131,0.531666,0.557608,0.541252,0.485784,0.659926,0.565753,0.544625,0.62347,0.527898,0.565242,0.462836,0.609837,0.562175,0.560639,0.419992,0.576557,0.501516,0.488837,0.349343,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.071656,0.046453,0.50042,0.880031,0.588434,0.424459,0.436398,0.513586,0.722017,0.412385,0.518253,0.394927,0.683518,0.412493,0.555076,0.641683,0.46915,0.405149,0.436196,0.687583,0.563994,0.431043,0.61747,0.617224,0.602207,0.548635,0.524453,0.520991,0.599973,0.436364,0.438961,0.484574,0.558062,0.550992,0.574857,0.647757,0.540645,0.580054,0.598135,0.538317,0.602048,0.464213,0.667104,0.567399,0.539196,0.387882,0.571114,0.51148,0.431156,0.368915,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
