@relation R_data_frame

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute labelledlabels string

@data
0.257594,0.187021,0.207284,0.853876,0.5765,0.460004,0.353559,0.505075,0.708072,0.32792,0.5892,0.571893,0.684053,0.573005,0.60418,0.743609,0.335521,0.631048,0.254211,0.617935,0.637848,0.411583,0.668639,0.669108,0.599904,0.490938,0.122055,0.216002,0.77375,0.167943,0.324049,0.37297,0.514695,0.535777,0.344232,0.604447,0.41806,0.371685,0.537801,0.510417,0.567538,0.543153,0.518444,0.711891,0.601592,0.399074,0.578157,0.469927,0.448934,0.335207,GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0035556@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0050790@GO0065009@GO0043085@GO0044093@GO0016567@GO0032446@GO0070647@GO0006396@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774@GO0016072@GO0006364@GO0034470@GO0034660@GO0006366@GO0006412@GO0043043@GO0006518@GO0043604@GO1901566@GO0043603@GO1901564@GO0006508@GO0051336@GO0051345@GO0051704@GO0042127@GO0008284@GO0016032@GO0044403@GO0044764@GO0044419@GO0010628@GO0043087@GO0043547@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.101768,0.167626,0.617969,0.906778,0.498535,0.441164,0.497101,0.4619,0.705224,0.442435,0.598758,0.429392,0.655179,0.440642,0.560856,0.657958,0.45292,0.470684,0.503488,0.661954,0.591024,0.396296,0.628777,0.556136,0.554194,0.566045,0.549463,0.506622,0.606662,0.53443,0.364141,0.53096,0.574545,0.547222,0.473541,0.658851,0.565665,0.545783,0.615595,0.518792,0.57349,0.456947,0.604779,0.560931,0.561718,0.408518,0.576965,0.506411,0.486065,0.352422,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.440053,0.638721,0.535519,0.911369,0.650067,0.470645,0.10217,0.799272,0.480111,0.574938,0.612512,0.313351,0.669585,0.399691,0.476132,0.663631,0.525168,0.362633,0.418836,0.705897,0.566347,0.390005,0.617743,0.587427,0.600731,0.539068,0.566779,0.523682,0.640699,0.568845,0.335718,0.606571,0.755934,0.561649,0.419917,0.64518,0.610681,0.528687,0.593418,0.544843,0.562082,0.47927,0.60971,0.596455,0.535389,0.348786,0.563799,0.518742,0.455018,0.400618,GO1903047@GO0022402@GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0035556@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016071@GO0016070@GO0044265@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0044248@GO0009056@GO1901575@GO0009057@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0050790@GO0065009@GO0043085@GO0044093@GO0016567@GO0032446@GO0070647@GO0006996@GO0016043@GO0071840@GO0000377@GO0000398@GO0006397@GO0000375@GO0008380@GO0006396@GO0006259@GO0051276@GO0006310@GO0006281@GO0006974@GO0033554@GO0006950@GO0051716@GO0050896@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048731@GO0048856@GO0032502@GO0032501@GO0048513@GO0006810@GO0051234@GO0051179@GO0006260@GO0006351@GO0097659@GO0032774@GO0006366@GO0071702@GO0071705@GO0046907@GO0051641@GO0051649@GO0006412@GO0043043@GO0006518@GO0043604@GO1901566@GO0043603@GO1901564@GO0006508@GO0019941@GO0006511@GO0043632@GO0051603@GO0006886@GO0015031@GO0015833@GO0045184@GO0042886@GO0008104@GO0033036@GO0006811@GO0043065@GO0042981@GO0043068@GO0043067@GO0010941@GO0010942@GO0051336@GO0051345@GO0007062@GO0000280@GO0048285@GO0022414@GO0022610@GO0007155@GO0048609@GO0007399@GO0051704@GO0042127@GO0008284@GO0008285@GO0016032@GO0044403@GO0044764@GO0044419@GO0010628@GO0043161@GO0010498@GO0030163@GO0032259@GO0043066@GO0043069@GO0060548@GO0043087@GO0043547@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.125402,0.223339,0.637694,0.917935,0.491977,0.454952,0.459739,0.466803,0.695467,0.459245,0.60468,0.427171,0.653376,0.434557,0.538109,0.660736,0.469669,0.476785,0.550985,0.655393,0.585292,0.421931,0.615075,0.598722,0.595264,0.535641,0.528998,0.519215,0.616489,0.523395,0.376916,0.52518,0.511653,0.535303,0.50579,0.657806,0.56694,0.544986,0.622281,0.524027,0.566145,0.464565,0.609024,0.561045,0.561294,0.435062,0.576174,0.501606,0.485164,0.352414,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0016310@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.362745,0.480198,0.402539,0.920998,0.736286,0.429624,0.121465,0.684996,0.633292,0.505852,0.437009,0.28497,0.676425,0.553989,0.410461,0.812363,0.682628,0.491599,0.277341,0.842608,0.629636,0.398614,0.588997,0.559568,0.508114,0.458313,0.455045,0.549281,0.672985,0.564396,0.453479,0.616278,0.563149,0.63781,0.365443,0.677369,0.546576,0.607016,0.648224,0.573299,0.533738,0.463955,0.56366,0.540464,0.575291,0.422355,0.593701,0.497395,0.532538,0.379945,GO0009987@GO0006357@GO0000122@GO0045892@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0010629@GO1903507@GO2000113@GO0010605@GO0009892@GO0048519@GO1902679@GO0010558@GO0031327@GO0051253@GO0009890@GO0031324@GO0048523@GO0045934@GO0051172@GO0006468@GO0007165@GO0006464@GO0016310@GO0036211@GO0044267@GO0019538@GO0043412@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0006796@GO0006793@GO0016071@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0031325@GO0009893@GO0048522@GO0048518@GO0010604@GO0000377@GO0000398@GO0006397@GO0000375@GO0008380@GO0006396@GO0006259@GO0006281@GO0006974@GO0033554@GO0006950@GO0051716@GO0050896@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0048856@GO0032502@GO0032501@GO0006810@GO0051234@GO0051179@GO0006351@GO0097659@GO0032774@GO0006366@GO0071702@GO0071705@GO0015031@GO0015833@GO0045184@GO0042886@GO0008104@GO0033036@GO0022414@GO0048609@GO0010628@GO0045893@GO1903508@GO1902680@GO0010557@GO0031328@GO0051254@GO0009891@GO0045935@GO0051173@GO0045944
0.089151,0.1237,0.516228,0.92689,0.569186,0.44583,0.431772,0.50563,0.587273,0.516368,0.616059,0.429863,0.652328,0.42678,0.551214,0.658988,0.525583,0.418407,0.500053,0.670487,0.572877,0.403178,0.669057,0.605551,0.654324,0.542851,0.538907,0.53711,0.628213,0.500118,0.386734,0.526127,0.364201,0.534191,0.570442,0.669296,0.487745,0.546164,0.636451,0.517791,0.573516,0.489307,0.64174,0.554232,0.562905,0.545815,0.55429,0.494283,0.535179,0.327781,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.05379,0.029099,0.496095,0.895355,0.587532,0.39201,0.442711,0.494458,0.719522,0.427204,0.647477,0.424153,0.677646,0.442617,0.487487,0.601996,0.447739,0.400415,0.454103,0.665428,0.584756,0.423057,0.626749,0.581545,0.602469,0.539733,0.509962,0.518249,0.596244,0.484877,0.38354,0.490174,0.52626,0.532166,0.50507,0.627563,0.52813,0.578083,0.610412,0.534293,0.610367,0.471197,0.657767,0.559639,0.553805,0.412602,0.562319,0.502504,0.497256,0.354359,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.095532,0.149594,0.61313,0.897709,0.506549,0.451685,0.428825,0.509613,0.669581,0.466282,0.596404,0.43314,0.661931,0.440827,0.551933,0.660031,0.487449,0.470818,0.483644,0.664315,0.582638,0.425358,0.606902,0.606184,0.598794,0.536329,0.54022,0.52338,0.607475,0.465291,0.450029,0.499867,0.452519,0.53758,0.553272,0.68384,0.572936,0.551041,0.616694,0.515827,0.564542,0.466113,0.627933,0.548353,0.562065,0.44228,0.594985,0.505148,0.482102,0.346999,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.110466,0.187379,0.632791,0.906666,0.488378,0.459514,0.499276,0.454006,0.716166,0.445706,0.599675,0.419309,0.652197,0.449875,0.543403,0.654193,0.467658,0.465344,0.528944,0.653722,0.586268,0.425495,0.61767,0.598894,0.5945,0.534326,0.522598,0.521933,0.613451,0.526444,0.372839,0.537101,0.594733,0.537884,0.473873,0.666559,0.564465,0.536196,0.622291,0.522317,0.562573,0.460118,0.60603,0.56881,0.552131,0.407327,0.577265,0.50488,0.487196,0.350098,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
0.08834,0.137433,0.624654,0.886597,0.493245,0.46545,0.378154,0.50838,0.652964,0.489578,0.615619,0.419543,0.654487,0.436862,0.527857,0.656636,0.472084,0.455698,0.481977,0.665078,0.581334,0.433204,0.623513,0.597116,0.591416,0.536906,0.530934,0.52379,0.620531,0.497824,0.39237,0.50441,0.345795,0.507644,0.562154,0.641328,0.565518,0.55295,0.626061,0.51466,0.562642,0.470157,0.612727,0.556553,0.560951,0.460843,0.581324,0.49568,0.490153,0.349134,GO0009987@GO0006355@GO0010468@GO1903506@GO2000112@GO0060255@GO0019222@GO0050789@GO0065007@GO2001141@GO0010556@GO0031326@GO0051252@GO0009889@GO0031323@GO0050794@GO0019219@GO0051171@GO0080090@GO0043170@GO0044238@GO0071704@GO0008152@GO0044260@GO0044237@GO0016070@GO0090304@GO0006139@GO0006725@GO0034641@GO0046483@GO1901360@GO0006807@GO0034645@GO0034654@GO0009059@GO0044249@GO1901576@GO0009058@GO0018130@GO0019438@GO0044271@GO1901362@GO0006351@GO0097659@GO0032774
